User_Id-Book_Id,Rating
242-343676,8.341450705360334
254-58191,7.421755865568485
503-76983,8.378394840892604
626-340144,7.978862547099172
628-261446,7.289361691899303
638-4590,9.245693360781981
651-121749,7.123112458200085
709-88382,7.609645732469203
882-87584,8.439518150837554
1010-44578,7.522848051912746
1409-108921,7.478962211481421
1591-253027,7.6496377963795155
1674-72226,7.734498113826031
1805-70709,7.382831137261272
1848-245898,8.570981118703097
1903-148869,8.718487914699178
2051-362539,7.603539281892653
2103-70309,8.75049014378769
2110-108921,7.8324595817425005
2110-149805,8.124695189228627
2209-360619,7.918106676411549
2276-37349,8.366223961142984
2276-315405,8.338144820484276
2296-158898,7.380979096849646
2442-361894,6.710387154691615
2481-34735,7.840311901673185
2569-121683,7.765318705009229
2665-20592,7.979123511937901
2855-82761,7.479703874529185
2891-94349,7.017999524178577
2972-114450,7.603539281892653
3416-246958,7.767186887334408
3467-82520,7.67890031925376
3643-45632,7.275522661521826
4164-4720,7.232466671070802
4333-268836,7.902662474059032
4385-49810,9.759618223897105
4896-237859,9.227653285924832
5350-161441,6.712646330227564
5582-147707,9.023127147168054
5770-27690,7.603539281892653
6251-144768,9.258149679302107
6251-12106,8.786258546143367
6532-316254,8.652014482231781
6543-122126,7.165767942662625
6543-70692,8.557600338869102
6543-121822,7.541774760232999
6575-37500,7.672718040523548
6575-103040,7.109078870543099
6575-82240,6.50849951326339
6604-221467,7.856855532099832
6654-252774,7.083187195354753
6745-365899,7.457682351694936
7050-166416,7.633615408861849
7158-71110,7.470234427976854
7286-238118,8.334405284783326
7286-76546,8.712705811718793
7286-208898,8.17093375670188
7511-183054,7.742702744104581
7630-39002,7.5789193219483515
7867-256048,7.936647274833133
7882-22802,7.624058064849569
7939-363558,7.603539281892653
8067-93721,9.083573725017645
8284-65857,8.490593476278558
8584-231034,5.520116816398075
8584-158729,6.661463002709601
8890-251343,8.05711650384304
8890-147262,8.05711650384304
8971-105557,8.95295675475377
9224-123633,7.587561494730127
9354-108754,8.456633288285602
9571-262117,8.471662998164051
