User_Id-Book_Id,Rating
242-343676,8.585306041189265
254-58191,7.76705941660406
503-76983,8.648712776269262
626-340144,8.210891387655135
628-261446,6.207960933222044
638-4590,8.99279730602256
651-121749,7.08691660486136
709-88382,8.34310821011026
882-87584,7.92827986545796
1010-44578,7.281074945429931
1409-108921,6.9609507313546155
1591-253027,7.545553305042379
1674-72226,8.194632342993179
1805-70709,6.726888162392595
1848-245898,8.551716567385796
1903-148869,9.449070495727034
2051-362539,7.603539281892653
2103-70309,9.00085992798027
2110-108921,5.181493988033157
2110-149805,8.067481046923211
2209-360619,9.580823874901522
2276-37349,7.745303634831465
2276-315405,8.330887927288305
2296-158898,7.401374043972992
2442-361894,6.902898458706041
2481-34735,8.543284219103917
2569-121683,7.937132771883335
2665-20592,7.655685283421913
2855-82761,7.537741469711971
2891-94349,7.421593257201072
2972-114450,7.603539281892653
3416-246958,7.327346127157482
3467-82520,7.747831831248839
3643-45632,5.976723926266288
4164-4720,6.4237805963942
4333-268836,8.208619972773143
4385-49810,9.723390904616007
4896-237859,9.730209473268069
5350-161441,6.695517024695555
5582-147707,9.823158805785067
5770-27690,7.603539281892653
6251-144768,7.921356851248523
6251-12106,9.136526988746809
6532-316254,10.0
6543-122126,4.9596927572541585
6543-70692,8.486301609727954
6543-121822,8.357035783427255
6575-37500,6.977632111678768
6575-103040,7.166361857388669
6575-82240,5.4499478607955485
6604-221467,7.955248545644931
6654-252774,5.621504677094041
6745-365899,6.7358420081875146
7050-166416,7.707248426006964
7158-71110,6.1572625718666965
7286-238118,8.190532933507123
7286-76546,9.1236806964452
7286-208898,7.327657147434196
7511-183054,8.146309165279243
7630-39002,7.868822864334015
7867-256048,8.631714845522769
7882-22802,7.5643036354945155
7939-363558,7.603539281892653
8067-93721,7.116150252378866
8284-65857,8.4237733231395
8584-231034,2.4094616123627466
8584-158729,6.4321407969274995
8890-251343,7.988645468381097
8890-147262,7.988645468381097
8971-105557,8.55918399723151
9224-123633,7.550977973079187
9354-108754,6.829193689468685
9571-262117,9.273164085259861
9613-38236,5.365386671048828
9745-118270,7.603539281892653
9747-69248,6.999452160150106
9872-325161,7.3707327643606595
9974-60698,5.441124966065746
10067-26891,8.211001661139003
10189-19521,7.975973637130769
10447-44512,6.690815057163826
10618-107561,7.603539281892653
10776-256089,8.27101467290353
11206-226534,7.047979516809453
11245-65012,10.0
11315-8841,6.579245533357444
11400-219616,5.531928386091483
11676-11535,10.0
11676-171634,7.499063697198462
11676-138487,7.557738687531752
11676-261216,7.499063697198462
11676-250896,7.499063697198462
11676-108756,9.30609407123794
11676-117830,6.27834251156006
11676-305628,7.499063697198462
11676-306492,5.760205630467154
11676-168809,5.711791377476141
11676-144692,7.896530681494787
11676-7048,6.5062776096606
11676-65304,6.63617360353006
11676-182977,9.59227723787823
11676-8496,9.234135591144232
11676-316219,7.445696625474385
11676-267506,5.8149923198214415
11676-55666,6.518761901058332
11676-306488,8.622896207429209
11676-233979,5.387136490456211
11676-136286,6.1891750550210745
11676-133034,9.685348542109574
11676-231935,7.499063697198462
11676-71242,8.816311560790098
11676-117342,7.66336829346181
11676-340946,8.904269923988084
11676-65990,7.499063697198462
11676-250024,7.499063697198462
11676-234904,7.682945531734632
11676-343402,7.499063697198462
11676-70563,5.630921884554536
11676-253797,7.499063697198462
11676-176298,6.969271752718532
11676-306087,8.606853163551865
11676-222876,7.207072768201757
11676-40285,7.0699904881872095
11676-370100,7.499063697198462
11676-99580,8.996266545444168
11676-100186,6.286979512828694
11676-112330,7.499063697198462
11687-38505,9.98332732436811
11805-363695,7.179664894704873
11940-71126,6.415373127824988
12189-265416,6.990481515497721
12515-66776,4.9036880475937314
12538-190372,8.100284043497194
12538-169777,9.034930301939436
12637-234877,8.731688767301925
12835-253010,9.379198738277905
12981-353090,5.369216622851166
12982-264008,8.393008557109125
13273-78519,5.874809001358374
13347-356457,7.8670896265503965
13518-136156,6.555804523481086
13664-78532,3.1109860858398797
13706-216440,7.603539281892653
13709-117353,9.484948537346083
13834-77841,6.710206326772631
13850-8205,7.976658632685584
13995-45213,7.362654729107017
14143-70906,8.197245146139734
14374-243644,6.100913945286221
14387-304035,7.6593897691128445
14698-29355,6.667018381317915
14958-266767,7.023421081461683
15021-89320,5.886363821012267
15021-125820,9.69294600275848
15408-156488,7.197682428028959
15418-162400,7.524306816008002
15421-268182,6.205675074207864
15670-182475,7.166355587326853
15819-83205,9.219175444144057
15918-316205,8.247047160689553
15945-104431,6.855496818835516
16130-122038,7.615413613969755
16488-197680,7.487996932478017
16634-110991,7.80003201244955
16721-326988,7.7967277252870995
16755-67247,7.026214931082597
16795-206345,5.919126419333413
16795-110690,6.704097239221508
16916-43023,9.126485828999888
17171-89406,8.413485858954791
17190-153235,9.18932522618419
17455-113113,8.090783419506694
17475-66788,7.66827403598418
17487-214771,7.9739163298174995
17926-314441,8.31280618651048
17950-230448,6.43140867798094
18038-211654,6.715559484367207
18082-174955,7.663695751564624
18096-23388,7.8044298010964175
18715-158467,6.71064103829668
19085-329395,9.180318895655791
19429-97156,7.789841723941848
19709-12289,7.9522636074780415
19711-193079,7.729864815123057
20074-136881,6.971856407098693
20119-10374,4.7509805459081695
20336-179861,7.556790202543632
20378-67694,5.977500835260459
21014-82229,5.828075702222431
21014-60161,6.946044062199415
21069-87626,5.790052311219672
21097-118199,8.108844789906847
21207-78393,8.363078924244647
21252-17598,7.505387370317872
21404-99592,7.590751448030911
21406-103117,8.387733259397772
21576-173381,6.716633017948874
21903-62542,6.153808328933419
22154-129611,7.66774605564537
22579-108823,7.254357024641056
22605-38776,6.6294639263337904
22747-113878,7.0189904242147705
23511-175201,7.593136427188812
23571-61349,8.660966635140518
23650-121971,6.720237165346589
23659-93159,5.774830548311963
23768-113076,7.381337596051143
23902-263764,7.526668015690672
23902-173422,7.0494323827475185
23902-145525,7.526668015690672
23902-15004,8.231903760748619
23902-302976,7.515806460714125
23902-39487,7.788303585668892
23902-239826,7.526668015690672
23902-217883,7.526668015690672
23902-147517,7.526668015690672
23902-235941,7.526668015690672
23902-106598,7.526668015690672
23902-62010,6.877931958472876
24169-215622,9.500314039723456
24186-158700,8.292995437001318
24188-63559,7.157725317734675
24342-158729,10.0
24627-70309,7.326175286499533
24646-315128,6.240754211808943
24933-219324,7.6390925370882705
24933-122184,7.128787357852392
25403-68681,6.325837305421561
25409-153235,8.376030100303591
25409-238383,8.20600682975388
25533-142025,8.224566538837422
25601-38051,10.0
25601-70521,9.656974172718535
25601-143643,8.380399640041855
25661-197745,7.464495110184352
25688-60605,7.417007422873702
25804-62542,6.354255946515336
25981-49458,5.996077876428436
25981-201876,5.996077876428436
25981-308542,5.996077876428436
26129-104190,6.949736024569954
26435-148792,7.329902012518923
26521-39254,7.397496335901131
26593-70309,9.729505248849186
26713-46250,9.202671985689088
26751-144851,8.72009370779569
26883-240528,6.549926814184206
26883-161652,7.169588246127275
26907-129290,6.517931005972224
27090-366734,7.603539281892653
27228-43076,6.699056369507561
27462-48097,6.9887752202138484
27472-217692,7.7759936300948125
27593-349867,6.98746167315124
27617-168692,8.40713695896308
27647-117730,4.922866256981002
27809-303711,6.054334642373263
28017-318,7.603539281892653
28454-166093,7.5833437684085006
28454-31215,6.996899807131577
28492-41382,7.1712442225431925
28591-101875,7.790216956902906
28591-58852,7.790216956902906
28634-158694,7.834068348687411
28634-82415,10.0
28667-121831,5.589445313147779
28790-11535,7.564016642192257
28938-25354,8.255016435119833
29117-362209,7.298941038575654
29117-362211,7.298941038575654
29259-78532,7.4035805969239
29408-118049,5.5764673026877265
29526-113097,8.99287067883013
29820-72974,7.482932292046601
29839-143656,7.402880736849948
29967-238521,8.006351965750627
30170-182289,7.928816201459814
30276-65517,7.541385089500887
30376-170807,7.426380297469712
30511-118049,7.098088678807645
30555-10243,7.353611113016141
30577-180153,7.933363093061125
30594-127624,10.0
30650-30490,7.380850217520016
30711-18676,8.147600077706379
30735-100938,8.799144822582582
30735-78519,9.802633824663554
30810-258088,8.617768625669656
30972-133516,9.796593052795423
30979-317330,5.355979429883071
31008-210395,6.685212767489944
31008-239873,7.311437970336753
31315-88795,10.0
31466-144266,9.280421194178603
31556-232047,7.114234524227139
31594-229840,6.813227849736514
31594-14394,6.813227849736514
31668-71107,8.030271342233274
31860-158477,7.456468292229274
31900-12067,7.934437166524993
31978-55872,7.996430926644484
32122-140423,6.9198341388226785
32337-22199,8.190468956682318
32362-33215,7.693700227384166
32440-155610,7.529180548314578
32569-180757,8.163137566424309
32721-324415,7.7823516933687795
32773-29626,7.5047812344794
32891-73698,8.394855265214956
32955-148208,7.938860904032673
33145-248893,7.779335688809412
33145-246735,7.779335688809412
33145-251639,7.779335688809412
33283-137553,8.977037083832514
33422-71001,5.933906920471776
33580-100360,7.256618090088958
33795-166093,7.608725193537605
33974-180639,7.442885652813858
33980-67006,8.567272232940644
34227-93586,5.464037694642833
34300-131590,5.486600815226263
34517-140146,7.309104470238201
35320-109176,7.80036660833049
35407-253547,8.885513709979314
35433-258520,8.027950589001582
35433-256113,8.027950589001582
35433-256230,7.995615622633639
35486-339884,6.062554558154021
35836-139460,3.932947056173749
35857-21359,8.638310544810345
35859-230604,7.701255422922476
35859-146549,7.610315420581133
35859-29749,7.610315420581133
35918-16635,7.532392189877201
36124-217647,5.109333099147079
36200-78556,7.766874549860134
36299-202777,8.657030702473882
36554-110717,8.649473297169392
36554-16426,8.649473297169392
36606-18500,3.797891991470599
36710-70563,8.192380894640975
36724-327221,6.69726390394749
36749-159181,7.824154433870842
36798-76165,8.724830768320876
36817-132555,6.683323744746447
36822-261631,6.13370781646721
36836-151382,8.59291725938038
36992-155856,7.208153177125731
37113-203267,6.043667281036254
37113-199190,5.632334195057394
37208-59976,7.6360199872298
37227-45040,8.398014398426099
37512-45397,4.65123047092456
37538-144777,8.906934223722264
37644-142444,7.365638191491699
37950-100358,10.0
37950-218158,7.449130978460765
38023-154740,8.394753920466895
38045-37681,6.930557725798734
38273-171704,7.266334679636207
38832-133254,8.367800469742516
39281-44038,8.029727311197577
39502-95535,5.542846315547923
39773-217849,8.074803147823618
40134-113247,7.712721981070439
40318-87677,8.225586138742319
40541-70563,8.192380894640975
40863-161639,7.204462034095485
40889-87677,7.218480612517137
40943-84817,7.721693571908281
40943-128132,8.782884652977184
40974-78532,6.6187454760759925
41177-38140,7.661286030746414
41198-316393,6.802765860845001
41224-145766,7.734688195037316
41364-225668,8.188306509150577
41414-46178,8.343459500646079
41634-93548,7.402657938058296
41676-122223,5.688917958107134
41738-124569,7.545965748769323
42055-148244,7.187485648651624
42718-226255,9.09411133219629
42718-189892,7.655437133535726
42718-328716,9.09411133219629
42940-121996,9.311440709237738
43004-174012,7.4350853983405125
43246-150809,7.549622162637464
43246-125716,8.20886127661647
43246-106259,10.0
43309-172137,7.039760731494067
43342-326577,7.836551517933293
43397-264750,7.676495092670384
43687-132645,7.342184591444964
43842-174955,5.6303746548730365
43907-44602,8.317676426708644
43977-36979,5.468102422733169
44143-82329,7.864899307972588
44252-118323,9.902586689869825
44296-154608,8.345983365619539
44595-121160,6.913060891276453
44595-97304,6.913060891276453
44597-157528,8.88165529744454
44728-118628,7.188435160952601
44842-70161,10.0
44855-269427,7.79674218544649
44893-122589,6.329638232596265
45014-82761,7.616073396250328
45113-85463,10.0
45113-139927,9.955975712297949
45148-257477,4.957412622737454
45390-338774,5.4939150542341935
45418-187749,6.9842606403852106
45418-85940,5.713854398114242
45460-17180,6.575483955766326
45615-94070,7.740880995554537
45683-170800,7.741875882933837
45873-67438,7.603539281892653
46156-252698,7.603539281892653
46159-122589,9.47702950015142
46197-366466,8.449302207113115
46229-325541,6.833476912871184
46293-140146,9.443805871107724
46293-108649,5.33953817867215
46690-252870,6.942143416471213
47276-65321,8.812291284153813
47316-127902,6.718611153535691
47316-108863,5.1144035998794095
47793-100570,8.631420804278049
47931-199807,7.603539281892653
48025-174936,8.530881478394281
48307-88393,5.026948540204618
48355-137804,7.773625188590523
48364-81533,8.356794163986535
48421-76519,6.797489167460663
48494-77155,8.540700155428292
48579-100326,7.485880946324786
48911-208635,8.41750454149726
48975-16119,6.1872076000630445
48979-87150,8.144899193711835
49109-61250,6.991625723743854
49144-351477,5.889330068579216
49144-353416,5.889330068579216
49144-350227,5.889330068579216
49144-351973,5.889330068579216
49144-351975,5.889330068579216
49144-265559,6.752846478661247
49154-22409,9.833198050485853
49154-108508,10.0
49262-166093,8.416455802965883
49460-154785,8.460585979067524
49771-93758,9.14999199452198
49792-109078,9.493768687247453
49889-33203,7.626976419403547
49889-301993,7.626976419403547
49900-219188,8.500760858588256
49900-218892,6.765739779383638
50131-144452,7.774834091051916
50132-61317,7.370522009710417
50141-93988,6.881014121171524
50650-222543,10.0
50845-3536,7.975780449549528
50889-362352,7.603539281892653
51252-341142,7.817275539050877
51687-145196,5.827073942332548
51883-139619,6.174530500059431
51941-226534,8.407585443489829
51992-128636,8.47636542249359
52199-3740,8.958937954121966
52256-200578,6.448519980307989
52350-179430,7.749311908002288
52435-147597,6.032977466807342
52584-33642,7.665254734338016
52917-100493,9.224095119968261
53220-168809,8.805281102755885
53220-100005,7.933197259405115
53256-41614,8.77984395942633
53332-113023,7.561751952863613
53365-190928,6.930322567153784
53406-147183,7.597459148048939
53458-2499,7.0216220693263915
53537-46267,7.04992631080224
53772-360636,7.6066451828744155
54218-184154,6.916061275609549
54374-126223,7.757511908993969
54622-87346,6.862925544931058
54731-238953,7.659717945575196
54888-332083,6.280052888441704
55097-168658,6.605586750963197
55142-11535,8.545824800423743
55187-207463,8.937493410493554
55242-10181,7.445045807086424
55398-44759,6.458243835847945
55438-190916,9.582896765850153
55490-121693,9.424656302508803
55777-226770,8.165255593249093
55799-61527,7.369150013689706
56035-158467,7.603539281892653
56178-118400,6.332016818255864
56271-147616,6.906195805367553
56271-123187,7.496457710734229
56271-333845,7.496457710734229
56342-43481,7.84142447641106
56399-123519,9.129640562311986
56399-92055,10.0
56399-208129,9.129640562311986
56399-154208,9.129640562311986
56661-115830,10.0
56715-122177,5.8734069247705305
56959-29626,8.998782629497633
56959-85647,8.568524807619985
56959-192968,8.998782629497633
57354-94221,9.273301800822859
57620-1724,7.101868241015602
58351-61161,8.0842440177627
58363-38302,4.714998210302383
58522-45739,7.862364435520888
58612-113262,7.240265137374472
58648-219616,6.263295146548468
58768-138836,8.913930132281326
58855-165016,7.072101886941957
59113-159758,8.488140602327102
59172-35930,8.935897617356556
59172-242528,8.935897617356556
59172-86723,8.698685424163255
59189-82675,8.717935813074813
59269-94854,8.281057472019711
59504-75215,8.342510690781136
59524-7670,3.835622666048159
59770-147468,5.35573880613062
59812-8585,7.568572147761247
59948-248522,7.8901761242801225
59978-232173,7.909812865504974
59982-39254,7.9024754849431815
60004-170337,6.493539498366543
60138-143679,8.905704501029923
